CPU_MEM_TOTAL: 394153260
CPUS_ON_NODE: 48
CPUS_ON_NODE: 48
REQUESTED_CPUS: 1
REQUESTED_CPUS: 1
REQUESTED_NODES 1
REQUESTED_NODES 1
NODE_NAME: c696
NODE_NAME: c696
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0   5964 372384896   5060 5081596    0    0     1     2    0    0 35  1 63  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0   5964 375361088   5060 6869376    0    0    60     1 10828 1379 20  0 80  0  0
 9  0   5964 375361088   5060 6869376    0    0    60     1 10828 1379 20  0 80  0  0
10  0   5964 375357216   5060 6872752    0    0     0 11631 9895  980 19  0 81  0  0
 9  0   5964 375357216   5060 6872752    0    0     0 11631 9895  980 19  0 81  0  0
10  0   5964 375354400   5060 6876112    0    0     0     2 9732  513 19  0 81  0  0
 9  0   5964 375354400   5060 6876112    0    0     0     2 9732  513 19  0 81  0  0
10  0   5964 375345248   5060 6882804    0    0     0     0 8749  548 17  0 83  0  0
 9  0   5964 375345248   5060 6882804    0    0     0     0 8749  548 17  0 83  0  0
10  0   5964 375342752   5060 6886152    0    0     0    28 9715  525 19  0 81  0  0
 9  0   5964 375342752   5060 6886152    0    0     0    28 9715  525 19  0 81  0  0
10  0   5964 375336224   5060 6891772    0    0     0     0 9683  515 19  0 81  0  0
 9  0   5964 375336224   5060 6891772    0    0     0     0 9683  515 19  0 81  0  0
11  0   5964 375331488   5060 6896228    0    0     0     0 9667  491 19  0 81  0  0
10  0   5964 375331488   5060 6896228    0    0     0     0 9667  491 19  0 81  0  0
10  0   5964 375329600   5060 6899584    0    0     0     2 10187 1314 19  0 81  0  0
 9  0   5964 375329600   5060 6899584    0    0     0     2 10187 1314 19  0 81  0  0
10  0   5964 375341088   5060 6886808    0    0     0     2 9682  474 19  0 81  0  0
10  0   5964 375341088   5060 6886808    0    0     0     2 9682  474 19  0 81  0  0
10  0   5964 375352768   5060 6876104    0    0     0     0 9666  530 19  0 81  0  0
 9  0   5964 375352768   5060 6876104    0    0     0     0 9666  530 19  0 81  0  0
10  0   5964 375349632   5060 6879448    0    0     0   980 9748  553 19  0 81  0  0
 9  0   5964 375349632   5060 6879448    0    0     0   980 9748  553 19  0 81  0  0
10  0   5964 375346304   5060 6882808    0    0     0     2 9632  488 19  0 81  0  0
 9  0   5964 375346304   5060 6882808    0    0     0     2 9632  488 19  0 81  0  0
10  0   5964 375339232   5060 6889532    0    0     0 11623 9743  763 19  0 81  0  0
 9  0   5964 375339232   5060 6889532    0    0     0 11623 9743  763 19  0 81  0  0
10  0   5964 375333248   5060 6892880    0    0     0     1 10278 2970 19  0 81  0  0
 9  0   5964 375333248   5060 6892880    0    0     0     1 10278 2970 19  0 81  0  0
 8  0   5964 375325088   5060 6896232    0    0     0     6 8771  503 17  0 83  0  0
 8  0   5964 375325088   5060 6896232    0    0     0     6 8771  503 17  0 83  0  0
10  0   5964 375321472   5060 6899580    0    0     0     0 9651  489 19  0 81  0  0
 9  1   5964 375321472   5060 6899580    0    0     0     0 9650  489 19  0 81  0  0
10  0   5964 375312544   5060 6906268    0    0     0    12 9964  556 19  0 81  0  0
 9  0   5964 375312544   5060 6906268    0    0     0    12 9964  556 19  0 81  0  0
17  0   5964 374560224 129484 7170724    0    0 12091     0 23264 38363 19  1 80  0  0
16  0   5964 374560224 129484 7170724    0    0 12091     0 23264 38363 19  1 80  0  0
19  0   5964 371561120 253728 7532064    0    0 12168    10 29430 37597 32  1 67  0  0
19  0   5964 371561120 253728 7532064    0    0 12168    10 29430 37597 32  1 67  0  0
18  0   5964 371569216 253728 7520316    0    0     0     1 17120 1580 33  0 67  0  0
17  0   5964 371569216 253728 7520316    0    0     0     1 17120 1580 33  0 67  0  0
17  0   5964 371565632 253728 7523668    0    0     0     6 16964 1366 33  0 67  0  0
16  0   5964 371565632 253728 7523668    0    0     0     6 16964 1366 33  0 67  0  0
19  0   5964 372525184 253728 7527028    0    0     0   966 16999 1407 33  0 67  0  0
18  0   5964 372525184 253728 7527028    0    0     0   966 16999 1407 33  0 67  0  0
17  0   5964 371486464 253728 7533696    0    0     0    13 17057 1402 33  0 67  0  0
16  0   5964 371486464 253728 7533696    0    0     0    13 17057 1402 33  0 67  0  0
17  0   5964 371479872 253728 7533768    0    0     0    28 16884 1320 33  0 67  0  0
17  0   5964 371479872 253728 7533768    0    0     0    28 16884 1320 33  0 67  0  0
19  0   5964 371491104 253728 7523316    0    0     0     0 16907 1277 33  0 67  0  0
18  0   5964 371491104 253728 7523316    0    0     0     0 16907 1277 33  0 67  0  0
20  0   5964 371480512 253728 7526664    0    0     0 11623 16302 1958 31  0 68  0  0
19  0   5964 371480512 253728 7526664    0    0     0 11623 16302 1958 31  0 68  0  0
17  0   5964 371476960 253728 7530008    0    0     0     5 16961 1299 33  0 67  0  0
16  0   5964 371476960 253728 7530008    0    0     0     5 16961 1299 33  0 67  0  0
23  0   5964 371468960 253728 7535620    0    0     0     0 16912 1294 33  0 67  0  0
23  0   5964 371468960 253728 7535620    0    0     0     0 16912 1294 33  0 67  0  0
17  0   5964 371482528 253728 7522368    0    0     0     0 16865 1326 33  0 67  0  0
16  0   5964 371482528 253728 7522368    0    0     0     0 16865 1326 33  0 67  0  0
18  0   5964 371477248 253728 7525712    0    0     0     9 16928 1315 33  0 67  0  0
16  0   5964 371477248 253728 7525712    0    0     0     9 16928 1315 33  0 67  0  0
19  0   5964 371473824 253728 7529056    0    0     0     0 16883 1260 33  0 67  0  0
18  0   5964 371473824 253728 7529056    0    0     0     0 16883 1260 33  0 67  0  0
21  0   5964 371470080 253728 7532408    0    0     0     0 17051 1539 33  0 67  0  0
20  0   5964 371470080 253728 7532408    0    0     0     0 17051 1539 33  0 67  0  0
19  0   5964 371466656 253728 7535756    0    0     0     1 16981 1285 33  0 67  0  0
18  0   5964 371466656 253728 7535756    0    0     0     1 16981 1285 33  0 67  0  0
19  0   5964 371459616 253728 7542448    0    0     0     0 16947 1281 33  0 67  0  0
18  0   5964 371459616 253728 7542448    0    0     0     0 16947 1281 33  0 67  0  0
10  0   5964 375233920   5060 6964000    0    0   207 12107 14640 2831 26  0 74  0  0
 9  0   5964 375233920   5060 6964000    0    0   207 12107 14640 2831 26  0 74  0  0
 9  2   5964 375249088   5060 6949732    0    0     0    11 9660  516 19  0 81  0  0
 8  2   5964 375249088   5060 6949732    0    0     0    11 9660  516 19  0 81  0  0
 3  0   5964 375237344   5060 6956420    0    0     0     0 9113  496 17  0 82  0  0
 2  0   5964 375237344   5060 6956420    0    0     0     0 9113  496 17  0 82  0  0
11  0   5964 375233216   5060 6959772    0    0     0     0 9478  816 18  0 82  0  0
10  0   5964 375233216   5060 6959772    0    0     0     0 9478  816 18  0 82  0  0
10  0   5964 375230560   5060 6964140    0    0     0    36 9736  537 19  0 81  0  0
10  0   5964 375230560   5060 6964140    0    0     0    36 9736  537 19  0 81  0  0
10  0   5964 375246912   5060 6948748    0    0     0     0 9630  475 19  0 81  0  0
 9  0   5964 375246912   5060 6948748    0    0     0     0 9630  475 19  0 81  0  0
10  0   5964 375240192   5060 6955468    0    0     0     0 9737  563 19  0 81  0  0
 9  0   5964 375240192   5060 6955468    0    0     0     0 9737  563 19  0 81  0  0
19  0   5964 371480448 253728 7579756    0    0 24254    20 36694 73896 26  2 72  0  0
18  0   5964 371480448 253728 7579756    0    0 24254    20 36694 73896 26  2 72  0  0
17  0   5964 371474304 253728 7583116    0    0     0     0 16873 1284 33  0 67  0  0
16  0   5964 371474304 253728 7583116    0    0     0     0 16873 1285 33  0 67  0  0
17  0   5964 371462592 253728 7589856    0    0     0   966 17588 3792 33  0 67  0  0
17  0   5964 371462592 253728 7589856    0    0     0   966 17588 3791 33  0 67  0  0
23  0   5964 371478176 253728 7575372    0    0     0     6 16964 1289 33  0 67  0  0
22  0   5964 371478176 253728 7575372    0    0     0     6 16964 1289 33  0 67  0  0
17  0   5964 371416288 253728 7578752    0    0     0 11623 17039 1755 33  0 67  0  0
16  0   5964 371416288 253728 7578752    0    0     0 11623 17039 1755 33  0 67  0  0
19  0   5964 371411168 253728 7583296    0    0     0     0 17034 1312 33  0 67  0  0
18  0   5964 371411168 253728 7583296    0    0     0     0 17034 1312 33  0 67  0  0
17  0   5964 371406752 253728 7585456    0    0     0    43 16053 1296 31  0 68  0  0
17  0   5964 371406752 253728 7585456    0    0     0    43 16053 1297 31  0 68  0  0
21  0   5964 372438624 253728 7572240    0    0     0     0 16900 1313 33  0 67  0  0
20  0   5964 372438624 253728 7572240    0    0     0     0 16900 1313 33  0 67  0  0
19  0   5964 371408000 253728 7577736    0    0     0     0 17152 1749 33  0 67  0  0
18  0   5964 371408000 253728 7577736    0    0     0     0 17152 1749 33  0 67  0  0
18  0   5964 371404576 253728 7581080    0    0     0     5 16944 1293 33  0 67  0  0
17  0   5964 371404576 253728 7581080    0    0     0     5 16944 1293 33  0 67  0  0
19  0   5964 371420032 253728 7566632    0    0     0     0 16934 1287 33  0 67  0  0
18  0   5964 371420032 253728 7566632    0    0     0     0 16934 1287 33  0 67  0  0
17  0   5964 371412992 253728 7573320    0    0     0     0 16987 1344 33  0 67  0  0
16  0   5964 371412992 253728 7573320    0    0     0     0 16987 1344 33  0 67  0  0
19  0   5964 371409536 253728 7576668    0    0     0    14 16870 1230 33  0 67  0  0
18  0   5964 371409536 253728 7576668    0    0     0    14 16870 1230 33  0 67  0  0
17  0   5964 371424192 253728 7562888    0    0     0     0 16904 1207 33  0 67  0  0
16  0   5964 371424192 253728 7562888    0    0     0     0 16904 1207 33  0 67  0  0
17  0   5964 371419072 253728 7565528    0    0     0     0 16969 1529 33  0 67  0  0
16  0   5964 371419072 253728 7565528    0    0     0     0 16969 1529 33  0 67  0  0
19  0   5964 371417568 253728 7568888    0    0     0  9177 16963 1406 33  0 67  0  0
18  0   5964 371417568 253728 7568888    0    0     0  9177 16963 1406 33  0 67  0  0
15  0   5964 374236064 132004 7286668    0    0  2099     0 19182 7889 32  1 67  0  0
15  1   5964 374236064 132004 7286668    0    0  2099     0 19182 7890 32  1 67  0  0
11  0   5964 374629824  40584 7111340    0    0  1573  2935 12109 5630 19  0 81  0  0
10  0   5964 374629824  40584 7111340    0    0  1573  2935 12109 5630 19  0 81  0  0
13  0   5964 374625056  40584 7114684    0    0     0     9 10696  574 21  0 79  0  0
12  0   5964 374625056  40584 7114684    0    0     0     9 10696  574 21  0 79  0  0
11  0   5964 374618432  40584 7121376    0    0     0     0 10711  606 21  0 79  0  0
10  0   5964 374618432  40584 7121376    0    0     0     0 10711  606 21  0 79  0  0
16  0   5964 371925024 218204 7576940    0    0 17321     8 33138 54458 28  2 70  0  0
15  0   5964 371925024 218204 7576940    0    0 17321     8 33138 54458 28  2 70  0  0
23  0   5964 371919744 218204 7580324    0    0     0    15 15886 1177 31  0 69  0  0
22  0   5964 371919744 218204 7580324    0    0     0    15 15886 1177 31  0 69  0  0
18  0   5964 371914528 218204 7583676    0    0     0     0 15898 1160 31  0 69  0  0
17  0   5964 371914528 218204 7583676    0    0     0     0 15898 1160 31  0 69  0  0
19  0   5964 371373952 253728 7671752    0    0  3465   968 20313 11657 32  1 67  0  0
18  0   5964 371373952 253728 7671752    0    0  3465   968 20313 11657 32  1 67  0  0
19  0   5964 371317408 253728 7678672    0    0     0    28 16981 1525 33  0 67  0  0
18  0   5964 371317408 253728 7678672    0    0     0    28 16981 1525 33  0 67  0  0
22  0   5964 371309344 253728 7682036    0    0     0     0 16929 1288 33  0 67  0  0
21  0   5964 371309344 253728 7682036    0    0     0     0 16929 1288 33  0 67  0  0
17  0   5964 371305120 253728 7685408    0    0     0     0 17059 1565 33  0 67  0  0
16  0   5964 371305120 253728 7685408    0    0     0     0 17059 1565 33  0 67  0  0
23  0   5964 371280512 253728 7692124    0    0     0  8709 16180 1598 31  0 68  0  0
22  0   5964 371280512 253728 7692124    0    0     0  8709 16180 1598 31  0 68  0  0
17  0   5964 371276704 253728 7695560    0    0     0  2933 16956 1351 33  0 67  0  0
16  0   5964 371276704 253728 7695560    0    0     0  2933 16956 1351 33  0 67  0  0
17  0   5964 371292192 253728 7680800    0    0     0     0 16943 1332 33  0 67  0  0
16  0   5964 371292192 253728 7680800    0    0     0     0 16943 1332 33  0 67  0  0
19  0   5964 371288992 253728 7684124    0    0     0    11 16891 1263 33  0 67  0  0
18  0   5964 371288992 253728 7684124    0    0     0    11 16891 1263 33  0 67  0  0
21  0   5964 371283776 253728 7687480    0    0     0     2 16940 1309 33  0 67  0  0
20  0   5964 371283776 253728 7687480    0    0     0     2 16940 1309 33  0 67  0  0
20  0   5964 371549120 253848 7691216    0    0    12     0 17473 3816 33  0 67  0  0
19  0   5964 371549120 253848 7691216    0    0    12     0 17473 3816 33  0 67  0  0
18  0   5964 371808640 218204 7614672    0    0    17   971 16262 1375 31  0 68  0  0
17  0   5964 371808640 218204 7614672    0    0    17   971 16262 1375 31  0 68  0  0
16  0   5964 371805120 218204 7618020    0    0     0     0 15877 1110 31  0 69  0  0
15  0   5964 371805120 218204 7618020    0    0     0     0 15877 1110 31  0 69  0  0
16  0   5964 371802112 218204 7621368    0    0     0 11623 15924 1370 31  0 69  0  0
15  0   5964 371802112 218204 7621368    0    0     0 11623 15924 1370 31  0 69  0  0
11  0   5964 374490688  40584 7212076    0    0   148    20 15252 2195 28  0 72  0  0
10  0   5964 374490688  40584 7212076    0    0   148    20 15252 2195 28  0 72  0  0
11  0   5964 374481056  40584 7215436    0    0     0     1 9945  578 19  0 81  0  0
10  0   5964 374481056  40584 7215436    0    0     0     1 9945  578 19  0 81  0  0
11  0   5964 374478048  40584 7218816    0    0     0     0 10866  863 21  0 79  0  0
10  0   5964 374478048  40584 7218816    0    0     0     0 10866  863 21  0 79  0  0
10  0   5964 375017376   5060 7138788    0    0    30     9 10800  873 20  0 79  0  0
 9  0   5964 375017376   5060 7138788    0    0    30     9 10800  873 20  0 79  0  0
10  0   5964 375010208   5060 7145492    0    0     0    31 9693  572 19  0 81  0  0
 9  0   5964 375010208   5060 7145492    0    0     0    31 9693  572 19  0 81  0  0
10  0   5964 375005344   5060 7148844    0    0     0     0 9740  531 19  0 81  0  0
 9  0   5964 375005344   5060 7148844    0    0     0     0 9740  531 19  0 81  0  0
10  0   5964 375003552   5060 7152200    0    0     0    27 9652  512 19  0 81  0  0
 9  0   5964 375003552   5060 7152200    0    0     0    27 9652  512 19  0 81  0  0
10  0   5964 374996320   5060 7158936    0    0     0   966 9652  545 19  0 81  0  0
 9  0   5964 374996320   5060 7158936    0    0     0   966 9652  544 19  0 81  0  0
10  0   5964 374990432   5060 7162284    0    0     0 11623 9832  834 19  0 81  0  0
 9  0   5964 374990432   5060 7162284    0    0     0 11623 9832  836 19  0 81  0  0
10  0   5964 375004064   5060 7149728    0    0     0    26 9701  718 19  0 81  0  0
10  0   5964 375004064   5060 7149728    0    0     0    26 9700  716 19  0 81  0  0
10  0   5964 375019008   5060 7133552    0    0     0     0 8826  457 17  0 83  0  0
 9  0   5964 375019008   5060 7133552    0    0     0     0 8826  457 17  0 83  0  0
10  0   5964 375010048   5060 7140248    0    0     0     0 9713  536 19  0 81  0  0
 9  0   5964 375010048   5060 7140248    0    0     0     0 9713  536 19  0 81  0  0
10  0   5964 375006752   5060 7143596    0    0     0    12 9677  490 19  0 81  0  0
 9  0   5964 375006752   5060 7143596    0    0     0    12 9677  490 19  0 81  0  0
11  0   5964 374999616   5060 7150336    0    0     0     0 9637  488 19  0 81  0  0
 9  0   5964 374999616   5060 7150336    0    0     0     0 9637  488 19  0 81  0  0
10  0   5964 374995616   5060 7153684    0    0     0     0 9766  700 19  0 81  0  0
 9  0   5964 374995616   5060 7153684    0    0     0     0 9767  701 19  0 81  0  0
10  0   5964 375009280   5060 7141020    0    0     0     3 9737  491 19  0 81  0  0
 9  0   5964 375009280   5060 7141020    0    0     0     3 9737  489 19  0 81  0  0
10  0   5964 375002176   5060 7147732    0    0     0     0 9677  482 19  0 81  0  0
 9  0   5964 375002176   5060 7147732    0    0     0     0 9677  482 19  0 81  0  0
10  0   5964 375487296   5060 7309420    0    0     0 12184 6713 2996 11  0 88  0  0
 9  0   5964 375487296   5060 7309420    0    0     0 12184 6713 2996 11  0 88  0  0
11  0   5964 375324032   5060 7296192    0    0     0     9 9761  494 19  0 81  0  0
10  0   5964 375324032   5060 7296192    0    0     0     9 9761  494 19  0 81  0  0
10  0   5964 375316768   5060 7299552    0    0     0     0 9717  502 19  0 81  0  0
 9  0   5964 375316768   5060 7299552    0    0     0     0 9717  502 19  0 81  0  0
12  0   5964 375291552   5060 7306252    0    0     0     0 9825  579 19  0 81  0  0
11  0   5964 375291552   5060 7306252    0    0     0     0 9825  579 19  0 81  0  0
11  0   5964 375306688   5060 7291424    0    0     0     7 9783  684 19  0 81  0  0
10  0   5964 375306688   5060 7291424    0    0     0     7 9783  684 19  0 81  0  0
10  0   5964 375319424   5060 7279212    0    0     0     0 9698  530 19  0 81  0  0
 9  0   5964 375319424   5060 7279212    0    0     0     0 9698  530 19  0 81  0  0
21  0   5964 373830560 230592 7819136    0    0 21957     0 34125 68326 20  2 78  0  0
17  0   5964 373830560 230664 7819568    0    0 21962     0 34135 68343 20  2 78  0  0
17  0   5964 371562752 253728 7909564    0    0  2294    17 19409 8070 33  1 67  0  0
16  0   5964 371562752 253728 7909564    0    0  2290    17 19399 8053 33  1 67  0  0
17  0   5964 371552608 253728 7912936    0    0     0     0 16948 1254 33  0 67  0  0
18  0   5964 371552608 253728 7912936    0    0     0     0 16948 1254 33  0 67  0  0
21  0   5964 371581440 253728 7880816    0    0     0     0 17361 3119 33  0 67  0  0
19  0   5964 371581440 253728 7880816    0    0     0     0 17363 3123 33  0 67  0  0
17  0   5964 371515200 253728 7887512    0    0     0    40 17208 2179 33  0 67  0  0
16  0   5964 371515200 253728 7887512    0    0     0    40 17206 2174 33  0 67  0  0
17  0   5964 371511168 253728 7890864    0    0     0     0 16941 1262 33  0 67  0  0
18  0   5964 371511168 253728 7890864    0    0     0     0 16941 1262 33  0 67  0  0
19  0   5964 371507744 253728 7894256    0    0     0     0 16993 1292 33  0 67  0  0
18  0   5964 371507744 253728 7894256    0    0     0     0 16993 1292 33  0 67  0  0
17  0   5964 371484256 253728 7900952    0    0     0     4 16953 1266 33  0 67  0  0
16  0   5964 371484256 253728 7900952    0    0     0     4 16953 1266 33  0 67  0  0
19  0   5964 371473216 253728 7904304    0    0     0     0 17049 1440 33  0 67  0  0
19  0   5964 371473216 253728 7904304    0    0     0     0 17049 1440 33  0 67  0  0
18  0   5964 371488736 253728 7889600    0    0     0     0 16968 1364 33  0 67  0  0
17  0   5964 371488736 253728 7889600    0    0     0     0 16968 1363 33  0 67  0  0
21  0   5964 371485152 253728 7892956    0    0     0     5 17037 1509 33  0 67  0  0
20  0   5964 371485152 253728 7892956    0    0     0     5 17037 1509 33  0 67  0  0
21  0   5964 371481344 253728 7896308    0    0     0     0 16983 1289 33  0 67  0  0
20  0   5964 371481344 253728 7896308    0    0     0     0 16983 1289 33  0 67  0  0
17  0   5964 371474592 253728 7903044    0    0     0     0 16964 1310 33  0 67  0  0
16  0   5964 371474592 253728 7903044    0    0     0     0 16964 1310 33  0 67  0  0
19  0   5964 371470688 253728 7906396    0    0     0     9 16856 1228 33  0 67  0  0
18  0   5964 371470688 253728 7906396    0    0     0     9 16856 1228 33  0 67  0  0
17  0   5964 371467008 253728 7909744    0    0     0     0 16867 1220 33  0 67  0  0
16  0   5964 371467008 253728 7909744    0    0     0     0 16867 1220 33  0 67  0  0
20  0   5964 371458752 253728 7916380    0    0     0     0 16891 1309 33  0 67  0  0
19  0   5964 371458752 253728 7916380    0    0     0     0 16891 1309 33  0 67  0  0
18  0   5964 372768384 218888 7838160    0    0    99     1 17104 1880 33  0 67  0  0
17  0   5964 372768384 218888 7838160    0    0    99     1 17104 1880 33  0 67  0  0
10  0   5964 375230080   5060 7340620    0    0   108     1 11551 1775 21  0 79  0  0
 9  0   5964 375230080   5060 7340620    0    0   108     1 11551 1775 21  0 79  0  0
10  0   5964 375226272   5060 7343976    0    0     0     0 9702  473 19  0 81  0  0
 9  0   5964 375226272   5060 7343976    0    0     0     0 9702  473 19  0 81  0  0
10  0   5964 375058944   5060 7349608    0    0     0     9 8541  547 16  0 84  0  0
 9  0   5964 375058944   5060 7349608    0    0     0     9 8541  547 16  0 84  0  0
19  0   5964 371702752 251096 7970240    0    0 23999     0 37652 73811 24  2 73  0  0
18  0   5964 371702752 251096 7970240    0    0 23999     0 37652 73811 24  2 73  0  0
18  0   5964 371294528 253728 7979280    0    0   259    10 17290 2073 33  0 67  0  0
17  0   5964 371294528 253728 7979280    0    0   259    10 17290 2073 33  0 67  0  0
19  0   5964 371284448 253728 7984896    0    0     0    10 17088 1584 33  0 67  0  0
19  0   5964 371284448 253728 7984896    0    0     0    10 17088 1584 33  0 67  0  0
19  0   5964 371297984 253728 7971236    0    0     0     0 16939 1294 33  0 67  0  0
18  0   5964 371297984 253728 7971236    0    0     0     0 16939 1294 33  0 67  0  0
17  0   5964 371232160 253728 7974584    0    0     0     0 17016 1484 33  0 67  0  0
16  0   5964 371232160 253728 7974584    0    0     0     0 17016 1484 33  0 67  0  0
19  0   5964 371227936 253728 7978448    0    0     0    40 16923 1280 33  0 67  0  0
18  0   5964 371227936 253728 7978448    0    0     0    40 16923 1280 33  0 67  0  0
20  0   5964 371224352 253728 7981296    0    0     0     0 16907 1304 33  0 67  0  0
18  0   5964 371224352 253728 7981296    0    0     0     0 16907 1304 33  0 67  0  0
23  0   5964 372466688 253728 7987972    0    0     0     0 17016 1352 33  0 67  0  0
22  0   5964 372466688 253728 7987972    0    0     0     0 17015 1351 33  0 67  0  0
21  0   5964 371210240 253728 7991468    0    0     0     6 17134 1633 33  0 67  0  0
20  0   5964 371210240 253728 7991468    0    0     0     6 17134 1633 33  0 67  0  0
17  0   5964 371206496 253728 7994836    0    0     0     0 16864 1243 33  0 67  0  0
16  0   5964 371206496 253728 7994836    0    0     0     0 16864 1243 33  0 67  0  0
22  0   5964 371200928 253728 7999916    0    0     0     0 16874 1254 33  0 67  0  0
21  0   5964 371200928 253728 7999916    0    0     0     0 16874 1254 33  0 67  0  0
19  0   5964 371195552 253728 8004956    0    0     0    20 16904 1273 33  0 67  0  0
19  0   5964 371195552 253728 8004956    0    0     0    20 16904 1273 33  0 67  0  0
21  0   5964 371207360 253728 7993824    0    0     0     0 16925 1265 33  0 67  0  0
20  0   5964 371207360 253728 7993824    0    0     0     0 16925 1265 33  0 67  0  0
19  0   5964 371187584 253728 7997172    0    0     0     0 16888 1248 33  0 67  0  0
18  0   5964 371187584 253728 7997172    0    0     0     0 16888 1247 33  0 67  0  0
19  0   5964 371183136 253728 8000552    0    0     0     5 17577 3776 33  0 67  0  0
18  0   5964 371183136 253728 8000552    0    0     0     5 17577 3776 33  0 67  0  0
17  0   5964 371175872 253728 8007260    0    0     0     0 16934 1304 33  0 67  0  0
16  0   5964 371175872 253728 8007260    0    0     0     0 16934 1304 33  0 67  0  0
10  0   5964 374944384   5060 7427876    0    0   207     0 16537 2692 30  0 69  0  0
 9  0   5964 374944384   5060 7427876    0    0   207     0 16537 2692 30  0 69  0  0
10  0   5964 374949408   5060 7431208    0    0     0    11 9916  692 19  0 81  0  0
 9  0   5964 374949408   5060 7431208    0    0     0    11 9915  692 19  0 81  0  0
10  0   5964 374941856   5060 7437912    0    0     0     0 9634  490 19  0 81  0  0
 9  0   5964 374941856   5060 7437912    0    0     0     0 9634  490 19  0 81  0  0
10  0   5964 374938528   5060 7441296    0    0     0     0 9598  473 19  0 81  0  0
 9  0   5964 374938528   5060 7441296    0    0     0     0 9598  473 19  0 81  0  0
19  0   5964 371182688 253728 8068460    0    0 24264   453 38205 74803 29  2 68  0  0
18  0   5964 371182688 253728 8068460    0    0 24264   453 38205 74803 29  2 68  0  0
19  0   5964 371174272 253728 8074192    0    0     0     0 16977 1370 33  0 67  0  0
18  0   5964 371174272 253728 8074192    0    0     0     0 16977 1370 33  0 67  0  0
17  0   5964 371168512 253728 8077576    0    0     0     0 16906 1323 33  0 67  0  0
17  0   5964 371168512 253728 8077576    0    0     0     0 16906 1323 33  0 67  0  0
17  0   5964 371216000 253728 8032216    0    0     0    40 16991 1364 33  0 67  0  0
16  0   5964 371216000 253728 8032216    0    0     0    40 16991 1364 33  0 67  0  0
19  0   5964 371147392 253728 8035572    0    0     0     0 16916 1439 33  0 67  0  0
18  0   5964 371147392 253728 8035572    0    0     0     0 16916 1439 33  0 67  0  0
17  0   5964 371141248 253728 8041228    0    0     0     0 16859 1244 33  0 67  0  0
16  0   5964 371141248 253728 8041228    0    0     0     0 16859 1244 33  0 67  0  0
23  0   5964 371134400 253728 8045696    0    0     0     4 17033 1573 33  0 67  0  0
22  0   5964 371134400 253728 8045696    0    0     0     4 17033 1573 33  0 67  0  0
19  0   5964 371145568 253728 8031428    0    0     0     0 16939 1455 33  0 67  0  0
18  0   5964 371145568 253728 8031428    0    0     0     0 16939 1455 33  0 67  0  0
19  0   5964 370808768 253728 8034776    0    0     0     0 16919 1278 33  0 67  0  0
19  0   5964 370808768 253728 8034776    0    0     0     0 16919 1278 33  0 67  0  0
23  0   5964 370805312 253728 8030284    0    0     0    11 16989 1376 33  0 67  0  0
22  0   5964 370805312 253728 8030284    0    0     0    11 16989 1376 33  0 67  0  0
19  0   5964 370798656 253728 8030356    0    0     0     0 16899 1275 33  0 67  0  0
18  0   5964 370798656 253728 8030356    0    0     0     0 16899 1275 33  0 67  0  0
17  0   5964 371565952 253728 8036064    0    0     0     0 17064 3205 33  0 67  0  0
16  0   5964 371565952 253728 8036064    0    0     0     0 17064 3205 33  0 67  0  0
17  0   5964 371121920 253728 8040492    0    0     0 22961 17463 1932 33  0 67  0  0
16  0   5964 371121920 253728 8040492    0    0     0 22961 17463 1932 33  0 67  0  0
17  0   5964 371323744 253728 8043844    0    0     0     0 16958 1294 33  0 67  0  0
16  0   5964 371323744 253728 8043844    0    0     0     0 16958 1294 33  0 67  0  0
19  0   5964 371291232 253728 8047200    0    0     0  7824 16969 1377 33  0 67  0  0
18  0   5964 371291232 253728 8047200    0    0     0  7824 16969 1377 33  0 67  0  0
21  0   5964 371283840 253728 8053916    0    0     0    10 17026 1358 33  0 67  0  0
21  0   5964 371283840 253728 8053916    0    0     0    10 17026 1358 33  0 67  0  0
10  0   5964 374916864   5060 7454604    0    0   207     0 16005 2842 29  0 71  0  0
 9  0   5964 374916864   5060 7454604    0    0   207     0 16005 2842 29  0 71  0  0
10  0   5964 374928576   5060 7443420    0    0     0     1 9733  502 19  0 81  0  0
 9  0   5964 374928576   5060 7443420    0    0     0     1 9733  502 19  0 81  0  0
10  0   5964 374941536   5060 7431648    0    0     0     9 9910  747 19  0 81  0  0
 9  0   5964 374941536   5060 7431648    0    0     0     9 9910  747 19  0 81  0  0
10  0   5964 374928672   5060 7438348    0    0     0     0 9701  544 19  0 81  0  0
 9  0   5964 374928672   5060 7438348    0    0     0     0 9701  544 19  0 81  0  0
10  0   5964 374925152   5060 7441700    0    0     0     0 9660  474 19  0 81  0  0
 9  0   5964 374925152   5060 7441700    0    0     0     0 9660  474 19  0 81  0  0
10  0   5964 374916544   5060 7446064    0    0     0    32 9699  522 19  0 81  0  0
 9  0   5964 374916544   5060 7446064    0    0     0    32 9699  522 19  0 81  0  0
10  0   5964 374910336   5060 7451788    0    0     0     0 9726  608 19  0 81  0  0
 9  0   5964 374910336   5060 7451788    0    0     0     0 9726  608 19  0 81  0  0
